Namespace,Hash,Function Name,Parameters,Return Type,Description
PED,0x9FD452BFBE7A7A8B,GET_PED_DECORATION_ZONE_FROM_HASHES,"collection:Hash, overlay:Hash",int,"```
Returns the zoneID for the overlay if it is a member of collection.
enum ePedDecorationZone
{
	ZONE_TORSO = 0,
	ZONE_HEAD = 1,
	ZONE_LEFT_ARM = 2,
	ZONE_RIGHT_ARM = 3,
	ZONE_LEFT_LEG = 4,
	ZONE_RIGHT_LEG = 5,
	ZONE_UNKNOWN = 6,
	ZONE_NONE = 7
};
```"
PED,0xDEA92412FCAEB3F5,GET_PED_COMBAT_MOVEMENT,ped:Ped,int,
PED,0x7EE53118C892B513,GET_PED_CONFIG_FLAG,"ped:Ped, flagId:int, p2:BOOL",BOOL,See [`SET_PED_CONFIG_FLAG`](#\_0x1913FE4CBF41C463).
PED,0x67F3780DD425D4FC,GET_PED_DRAWABLE_VARIATION,"ped:Ped, componentId:int",int,"```
Ids
0 - Head
1 - Beard
2 - Hair
3 - Torso
4 - Legs
5 - Hands
6 - Foot
7 - ------
8 - Accessories 1
9 - Accessories 2
10- Decals
11 - Auxiliary parts for torso
```"
PED,0x1461B28A06717D68,_GET_PED_EMISSIVE_INTENSITY,ped:Ped,float,Use [`SetPedIlluminatedClothingGlowIntensity`](#\_0x4E90D746056E273D) to set the illuminated clothing glow intensity for a specific ped.
PED,0xF60165E1D2C5370B,_GET_PED_CURRENT_MOVEMENT_SPEED,"ped:Ped, speedX:float*, speedY:float*",BOOL,
PED,0x9C14D30395A51A3C,GET_PED_ENVEFF_SCALE,ped:Ped,float,
PED,0x71EAB450D86954A1,GET_PED_DECORATIONS_STATE,ped:Ped,int,
PED,0x3C06B8786DD94CD1,GET_PED_DEFENSIVE_AREA_POSITION,"ped:Ped, p1:BOOL",Vector3,
PED,0xBA656A3BB01BDEA3,_GET_PED_EVENT_DATA,"ped:Ped, eventType:int, outData:Any*",BOOL,"```
NativeDB Introduced: v2189
```"
PED,0xE0AF41401ADF87E3,GET_PED_EXTRACTED_DISPLACEMENT,"ped:Ped, worldSpace:BOOL",Vector3,"```
Gets the offset the specified ped has moved since the previous tick.  
If worldSpace is false, the returned offset is relative to the ped. That is, if the ped has moved 1 meter right and 5 meters forward, it'll return 1,5,0.  
If worldSpace is true, the returned offset is relative to the world. That is, if the ped has moved 1 meter on the X axis and 5 meters on the Y axis, it'll return 1,5,0.  
```"
PED,0x4852FC386E2E1BB5,_GET_PED_HAIR_RGB_COLOR,"hairColorIndex:int, outR:int*, outG:int*, outB:int*",void,"Input: Haircolor index, value between 0 and 63 (inclusive).
Output: RGB values for the haircolor specified in the input.

This is used with the hair color swatches scaleform.

Use [`_0x013E5CFC38CD5387`](#\_0x013E5CFC38CD5387) to get the makeup colors."
PED,0x2746BD9D88C5C5D0,GET_PED_HEAD_BLEND_DATA,"ped:Ped, headBlendData:Any*",BOOL,"```
The pointer is to a padded struct that matches the arguments to SET_PED_HEAD_BLEND_DATA(...). There are 4 bytes of padding after each field.  
pass this struct in the second parameter   
typedef struct  
{  
        int shapeFirst, shapeSecond, shapeThird;   
        int skinFirst, skinSecond, skinThird;   
	float shapeMix, skinMix, thirdMix;  
} headBlendData;  
```"
PED,0x65671A4FB8218930,_GET_PED_DIES_IN_WATER,ped:Ped,BOOL,"```
NativeDB Introduced: v2699
```"
PED,0x76BBA2CEE66D47E9,_GET_PED_EYE_COLOR,ped:Ped,int,A getter for [`_SET_PED_EYE_COLOR`](#\_0x50B56988B170AFDF).
PED,0x5EF37013A6539C9D,GET_PED_HEAD_BLEND_NUM_HEADS,type:int,int,"```
Type equals 0 for male non-dlc, 1 for female non-dlc, 2 for male dlc, and 3 for female dlc.  
```"
PED,0xCF1CE768BB43480E,GET_PED_HEAD_OVERLAY_NUM,overlayID:int,int,"```
Used with freemode (online) characters.
```"
PED,0xF162E133B4E7A675,GET_PED_GROUP_INDEX,ped:Ped,int,"```
Returns the group id of which the specified ped is a member of.  
```"
PED,0x68D353AB88B97E0C,GET_PED_HEAD_BLEND_FIRST_INDEX,type:int,int,"```
Type equals 0 for male non-dlc, 1 for female non-dlc, 2 for male dlc, and 3 for female dlc.
Used when calling SET_PED_HEAD_BLEND_DATA.
```"
PED,0x451294E859ECC018,GET_PED_HELMET_STORED_HAT_PROP_INDEX,ped:Ped,int,
PED,0x013E5CFC38CD5387,_GET_PED_MAKEUP_RGB_COLOR,"makeupColorIndex:int, outR:int*, outG:int*, outB:int*",void,"Input: Makeup color index, value between 0 and 63 (inclusive).
Output: RGB values for the makeup color specified in the input.

This is used with the makeup color swatches scaleform.

Use [`_0x4852FC386E2E1BB5`](#\_0x4852FC386E2E1BB5) to get the hair colors."
PED,0xA60EF3B6461A4D43,_GET_PED_HEAD_OVERLAY_VALUE,"ped:Ped, overlayID:int",int,"```
Likely a char, if that overlay is not set, e.i. ""None"" option, returns 255;
This might be the once removed native GET_PED_HEAD_OVERLAY.
```"
PED,0x9D728C1E12BF5518,GET_PED_HELMET_STORED_HAT_TEX_INDEX,ped:Ped,int,
PED,0xD75960F6BD9EA49C,GET_PED_LAST_DAMAGE_BONE,"ped:Ped, outBone:int*",BOOL,
PED,0x3F69145BBA87BAE7,GET_PED_MONEY,ped:Ped,int,
PED,0x4700A416E8324EF3,GET_PED_MAX_HEALTH,ped:Ped,int,
PED,0xCFF869CBFA210D82,GET_PED_NEARBY_VEHICLES,"ped:Ped, sizeAndVehs:int*",int,"```
Returns size of array, passed into the second variable.  
See below for usage information.  
This function actually requires a struct, where the first value is the maximum number of elements to return.  Here is a sample of how I was able to get it to work correctly, without yet knowing the struct format.  
//Setup the array  
	const int numElements = 10;  
	const int arrSize = numElements * 2 + 2;  
	Any veh[arrSize];  
	//0 index is the size of the array  
	veh[0] = numElements;  
	int count = PED::GET_PED_NEARBY_VEHICLES(PLAYER::PLAYER_PED_ID(), veh);  
	if (veh != NULL)  
	{  
//Simple loop to go through results  
for (int i = 0; i < count; i++)  
{  
	int offsettedID = i * 2 + 2;  
	//Make sure it exists  
	if (veh[offsettedID] != NULL && ENTITY::DOES_ENTITY_EXIST(veh[offsettedID]))  
	{  
//Do something  
	}  
}  
	}    
Here's the right way to do it (console and pc):  
pastebin.com/SsFej963  
```"
PED,0xE3DD5F2A84B42281,GET_PED_PALETTE_VARIATION,"ped:Ped, componentId:int",int,"```
List of component/props ID  
gtaxscripting.blogspot.com/2016/04/gta-v-peds-component-and-props.html  
```"
PED,0x23F8F5FC7E8C4A6B,GET_PED_NEARBY_PEDS,"ped:Ped, sizeAndPeds:int*, ignore:int",int,"Console/PC structure definitions and example: pastebin.com/SsFej963

For FiveM/Cfx.Re use-cases refer to: [`GET_GAME_POOL`](#\_0x2B9D4F50)."
PED,0x8B9F1FC6AE8166C0,GET_PED_PARACHUTE_LANDING_TYPE,ped:Ped,int,"```
-1: no landing  
0: landing on both feet  
1: stumbling  
2: rolling  
3: ragdoll  
```"
PED,0xE131A28626F81AB2,GET_PED_PROP_TEXTURE_INDEX,"ped:Ped, componentId:int",int,"```
List of component/props ID  
gtaxscripting.blogspot.com/2016/04/gta-v-peds-component-and-props.html  
```"
PED,0x2057EF813397A772,GET_PED_RAGDOLL_BONE_INDEX,"ped:Ped, bone:int",int,
PED,0x79CFD9827CC979B6,GET_PED_PARACHUTE_STATE,ped:Ped,int,"```
Returns:  
-1: Normal  
0: Wearing parachute on back  
1: Parachute opening  
2: Parachute open  
3: Falling to doom (e.g. after exiting parachute)  
Normal means no parachute?  
```"
PED,0xAF9E59B1B1FBF2A0,GET_PED_RESET_FLAG,"ped:Ped, flagId:int",BOOL,
PED,0xEAF5F7E5AE7C6C9D,GET_PED_PARACHUTE_TINT_INDEX,"ped:Ped, outTintIndex:int*",void,
PED,0x93C8B64DEB84728C,GET_PED_SOURCE_OF_DEATH,ped:Ped,Entity,"```
Returns the Entity (Ped, Vehicle, or ?Object?) that killed the 'ped'  
Is best to check if the Ped is dead before asking for its killer.  
```"
PED,0x898CC20EA75BACD8,GET_PED_PROP_INDEX,"ped:Ped, componentId:int",int,"```
List of component/props ID  
gtaxscripting.blogspot.com/2016/04/gta-v-peds-component-and-props.html  
```"
PED,0x04A355E041E004E6,GET_PED_TEXTURE_VARIATION,"ped:Ped, componentId:int",int,"```
List of component/props ID  
gtaxscripting.blogspot.com/2016/04/gta-v-peds-component-and-props.html  
```"
PED,0x1E98817B311AE98A,GET_PED_TIME_OF_DEATH,ped:Ped,int,
PED,0xFF059E1E4C01E63C,GET_PED_TYPE,ped:Ped,int,"Ped types:

```cpp
enum ePedType
{
	PED_TYPE_PLAYER_0,
	PED_TYPE_PLAYER_1,
	PED_TYPE_NETWORK_PLAYER,
	PED_TYPE_PLAYER_2,
	PED_TYPE_CIVMALE,
	PED_TYPE_CIVFEMALE,
	PED_TYPE_COP,
	PED_TYPE_GANG_ALBANIAN,
	PED_TYPE_GANG_BIKER_1,
	PED_TYPE_GANG_BIKER_2,
	PED_TYPE_GANG_ITALIAN,
	PED_TYPE_GANG_RUSSIAN,
	PED_TYPE_GANG_RUSSIAN_2,
	PED_TYPE_GANG_IRISH,
	PED_TYPE_GANG_JAMAICAN,
	PED_TYPE_GANG_AFRICAN_AMERICAN,
	PED_TYPE_GANG_KOREAN,
	PED_TYPE_GANG_CHINESE_JAPANESE,
	PED_TYPE_GANG_PUERTO_RICAN,
	PED_TYPE_DEALER,
	PED_TYPE_MEDIC,
	PED_TYPE_FIREMAN,
	PED_TYPE_CRIMINAL,
	PED_TYPE_BUM,
	PED_TYPE_PROSTITUTE,
	PED_TYPE_SPECIAL,
	PED_TYPE_MISSION,
	PED_TYPE_SWAT,
	PED_TYPE_ANIMAL,
	PED_TYPE_ARMY
};
```"
PED,0x42FDD0F017B1E38E,GET_PED_RELATIONSHIP_GROUP_DEFAULT_HASH,ped:Ped,Hash,
PED,0xEF2C71A32CAD5FBD,_GET_PED_VISUAL_FIELD_CENTER_ANGLE,ped:Ped,float,"```
NativeDB Introduced: v1493
```"
PED,0x7DBDD04862D95F04,GET_PED_RELATIONSHIP_GROUP_HASH,ped:Ped,Hash,
PED,0x7C2AC9CA66575FBF,GET_PED_STEALTH_MOVEMENT,ped:Ped,BOOL,"```
Returns whether the entity is in stealth mode  
```"
PED,0x32C27A11307B01CC,_GET_PED_TASK_COMBAT_TARGET,"ped:Ped, p1:Any",Entity,"```
NativeDB Introduced: v2372
```"
PED,0xDB4EACD4AD0A5D6B,GET_PEDHEADSHOT_TXD_STRING,id:int,char*,"```
gtaforums.com/topic/885580-ped-headshotmugshot-txd/  
```"
PED,0x9B128DC36C1E04CF,GET_PEDS_JACKER,ped:Ped,Ped,
PED,0x876046A8E3A4B71C,GET_RANDOM_PED_AT_COORD,"x:float, y:float, z:float, xRadius:float, yRadius:float, zRadius:float, pedType:int",Ped,"```
Gets a random ped in the x/y/zRadius near the x/y/z coordinates passed.   
Ped Types:  
Any = -1  
Player = 1  
Male = 4   
Female = 5   
Cop = 6  
Human = 26  
SWAT = 27   
Animal = 28  
Army = 29  
```"
PED,0x9E6B70061662AE5C,GET_RELATIONSHIP_BETWEEN_GROUPS,"group1:Hash, group2:Hash",int,"```
Gets the relationship between two groups. This should be called twice (once for each group).  
Relationship types:  
0 = Companion  
1 = Respect  
2 = Like  
3 = Neutral  
4 = Dislike  
5 = Hate  
255 = Pedestrians  
Example:  
PED::GET_RELATIONSHIP_BETWEEN_GROUPS(l_1017, 0xA49E591C);  
PED::GET_RELATIONSHIP_BETWEEN_GROUPS(0xA49E591C, l_1017);  
```"
PED,0xE4A310B1D7FA73CC,GET_SYNCHRONIZED_SCENE_PHASE,sceneID:int,float,
PED,0x36B77BB84687C318,_GET_TIME_OF_LAST_PED_WEAPON_DAMAGE,"ped:Ped, weaponHash:Hash",int,"```
GET_TIME_*
```"
PED,0x9A9112A0FE9A4713,GET_VEHICLE_PED_IS_IN,"ped:Ped, lastVehicle:BOOL",Vehicle,"Gets the vehicle the specified Ped is in. Returns 0 if the ped is/was not in a vehicle.
If the Ped is not in a vehicle and includeLastVehicle is true, the vehicle they were last in is returned."
PED,0x6A3975DEA89F9A17,GET_PLAYER_PED_IS_FOLLOWING,ped:Ped,Player,
PED,0xEBA5AD3A0EAF7121,GET_RELATIONSHIP_BETWEEN_PEDS,"ped1:Ped, ped2:Ped",int,"```
Gets the relationship between two peds. This should be called twice (once for each ped).  
Relationship types:  
0 = Companion  
1 = Respect  
2 = Like  
3 = Neutral  
4 = Dislike  
5 = Hate  
255 = Pedestrians  
(Credits: Inco)  
Example:  
PED::GET_RELATIONSHIP_BETWEEN_PEDS(2, l_1017, 0xA49E591C);  
PED::GET_RELATIONSHIP_BETWEEN_PEDS(2, 0xA49E591C, l_1017);  
```"
PED,0x6F4C85ACD641BCD2,GET_SEAT_PED_IS_TRYING_TO_ENTER,ped:Ped,int,
PED,0xB158DFCCC56E5C5B,GIVE_PED_NM_MESSAGE,ped:Ped,void,"```
Sends the message that was created by a call to CREATE_NM_MESSAGE to the specified Ped.  
If a message hasn't been created already, this function does nothing.  
If the Ped is not ragdolled with Euphoria enabled, this function does nothing.  
The following call can be used to ragdoll the Ped with Euphoria enabled: SET_PED_TO_RAGDOLL(ped, 4000, 5000, 1, 1, 1, 0);  
Call order:  
SET_PED_TO_RAGDOLL  
CREATE_NM_MESSAGE  
GIVE_PED_NM_MESSAGE  
Multiple messages can be chained. Eg. to make the ped stagger and swing his arms around, the following calls can be made:  
SET_PED_TO_RAGDOLL(ped, 4000, 5000, 1, 1, 1, 0);  
CREATE_NM_MESSAGE(true, 0); // stopAllBehaviours - Stop all other behaviours, in case the Ped is already doing some Euphoria stuff.  
GIVE_PED_NM_MESSAGE(ped); // Dispatch message to Ped.  
CREATE_NM_MESSAGE(true, 1151); // staggerFall - Attempt to walk while falling.  
GIVE_PED_NM_MESSAGE(ped); // Dispatch message to Ped.  
CREATE_NM_MESSAGE(true, 372); // armsWindmill - Swing arms around.  
GIVE_PED_NM_MESSAGE(ped); // Dispatch message to Ped.  
```"
PED,0xD80932D577274D40,GET_SYNCHRONIZED_SCENE_RATE,sceneID:int,float,
PED,0xF92691AED837A5FC,GET_VEHICLE_PED_IS_ENTERING,ped:Ped,Vehicle,
PED,0x654CD0A825161131,HAS_PED_HEAD_BLEND_FINISHED,ped:Ped,BOOL,
PED,0x784002A632822099,HAS_PED_PRELOAD_PROP_DATA_FINISHED,ped:Ped,BOOL,
PED,0x814FA8BE5449445D,GET_VEHICLE_PED_IS_TRYING_TO_ENTER,ped:Ped,Vehicle,
PED,0x66680A92700F43DF,HAS_PED_PRELOAD_VARIATION_DATA_FINISHED,ped:Ped,BOOL,
PED,0x6094AD011A2EA87D,GET_VEHICLE_PED_IS_USING,ped:Ped,Vehicle,"```
Gets ID of vehicle player using. It means it can get ID at any interaction with vehicle. Enter\exit for example. And that means it is faster than GET_VEHICLE_PED_IS_IN but less safe.  
```"
PED,0x54C7C4A94367717E,GIVE_PED_HELMET,"ped:Ped, cannotRemove:BOOL, helmetFlag:int, textureIndex:int",void,"```
PoliceMotorcycleHelmet   1024
RegularMotorcycleHelmet   4096
FiremanHelmet 16384
PilotHeadset  32768
PilotHelmet   65536
--
p2 is generally 4096 or 16384 in the scripts. p1 varies between 1 and 0.
```"
PED,0xE4B5F4BF2CB24E65,HAS_ACTION_MODE_ASSET_LOADED,asset:char*,BOOL,
PED,0x8507BCB710FA6DC0,HAS_PED_RECEIVED_EVENT,"ped:Ped, eventId:int",BOOL,
PED,0x876928DDDFCCC9CD,HAS_PEDHEADSHOT_IMG_UPLOAD_FAILED,,BOOL,
PED,0xE8A169E666CBC541,HAS_PEDHEADSHOT_IMG_UPLOAD_SUCCEEDED,,BOOL,
PED,0x68772DB2B2526F9F,IS_ANY_HOSTILE_PED_NEAR_POINT,"ped:Ped, x:float, y:float, z:float, radius:float",BOOL,
PED,0xE977FC5B08AF3441,HAS_STEALTH_MODE_ASSET_LOADED,asset:char*,BOOL,
PED,0x7350823473013C02,HAVE_ALL_STREAMING_REQUESTS_COMPLETED,ped:Ped,BOOL,
PED,0x083961498679DC9F,IS_ANY_PED_NEAR_POINT,"x:float, y:float, z:float, radius:float",BOOL,
PED,0x62AB793144DE75DC,HIDE_PED_BLOOD_DAMAGE_BY_ZONE,"ped:Ped, p1:Any, p2:BOOL",void,
PED,0xA0D3D71EA1086C55,IS_ANY_PED_SHOOTING_IN_AREA,"x1:float, y1:float, z1:float, x2:float, y2:float, z2:float, p6:BOOL, p7:BOOL",BOOL,
PED,0x4759CC730F947C81,INSTANTLY_FILL_PED_POPULATION,,void,
PED,0x16EC4839969F9F5E,IS_COP_PED_IN_AREA_3D,"x1:float, y1:float, z1:float, x2:float, y2:float, z2:float",BOOL,"```
xyz - relative to the world origin.  
```"
PED,0x12534C348C6CB68B,IS_PED_A_PLAYER,ped:Ped,BOOL,"```
Returns true if the given ped has a valid pointer to CPlayerInfo in its CPed class. That's all.
```"
PED,0x863B23EFDE9C5DF2,IS_PED_BEING_STEALTH_KILLED,ped:Ped,BOOL,
PED,0xE0A0AEC214B1FABA,IS_CONVERSATION_PED_DEAD,ped:Ped,BOOL,
PED,0x604E810189EE3A59,_IS_PED_BLUSH_COLOR_VALID,colorID:int,BOOL,
PED,0xF41B5D290C99A3D6,_IS_PED_BLUSH_COLOR_VALID_2,colorId:int,BOOL,
PED,0x3998B1276A3300E5,IS_PED_AIMING_FROM_COVER,ped:Ped,BOOL,
PED,0x09E7ECA981D9B210,_IS_PED_BODY_BLEMISH_VALID,colorID:int,BOOL,"```
NativeDB Introduced: v1290
```"
PED,0x9A497FE2DF198913,IS_PED_BEING_JACKED,ped:Ped,BOOL,
PED,0x4FBACCE3B4138EE8,IS_PED_BEING_STUNNED,"ped:Ped, p1:int",BOOL,"```
p1 is always 0  
```"
PED,0xE825F6B6CEA7671D,IS_PED_COMPONENT_VARIATION_VALID,"ped:Ped, componentId:int, drawableId:int, textureId:int",BOOL,"```
Checks if the component variation is valid, this works great for randomizing components using loops.  
List of component/props ID  
gtaxscripting.blogspot.com/2016/04/gta-v-peds-component-and-props.html  
```"
PED,0x53E8CB4F48BFE623,IS_PED_CLIMBING,ped:Ped,BOOL,
PED,0xBA63D9FE45412247,IS_PED_DEFENSIVE_AREA_ACTIVE,"ped:Ped, p1:BOOL",BOOL,
PED,0xB2C086CC1BF8F2BF,IS_PED_DOING_DRIVEBY,ped:Ped,BOOL,
PED,0x3317DEDB88C95038,IS_PED_DEAD_OR_DYING,"ped:Ped, p1:BOOL",BOOL,"Seems to consistently return true if the ped is dead, however, it does not detect the dying phase."
PED,0x5527B8246FEF9B11,IS_PED_DIVING,ped:Ped,BOOL,
PED,0x414641C26E105898,IS_PED_EVASIVE_DIVING,"ped:Ped, evadingEntity:Entity*",BOOL,"```
Presumably returns the Entity that the Ped is currently diving out of the way of.
var num3;
    if (PED::IS_PED_EVASIVE_DIVING(A_0, &num3) != 0)
        if (ENTITY::IS_ENTITY_A_VEHICLE(num3) != 0)
```"
PED,0x451D05012CCEC234,_IS_PED_DOING_BEAST_JUMP,ped:Ped,BOOL,
PED,0xFB92A102F1C4DFA3,IS_PED_FALLING,ped:Ped,BOOL,
PED,0xD125AE748725C6BC,IS_PED_DUCKING,ped:Ped,BOOL,
PED,0xD839450756ED5A80,IS_PED_FATALLY_INJURED,ped:Ped,BOOL,"```
Gets a value indicating whether this ped's health is below its fatally injured threshold. The default threshold is 100.  
If the handle is invalid, the function returns true.  
```"
PED,0xD71649DB0A545AA3,IS_PED_FACING_PED,"ped:Ped, otherPed:Ped, angle:float",BOOL,"```
angle is ped's view cone  
```"
PED,0xBBCCE00B381F8482,IS_PED_FLEEING,ped:Ped,BOOL,
PED,0x9F65DBC537E59AD5,IS_PED_GOING_INTO_COVER,ped:Ped,BOOL,
PED,0xBB062B2B5722478E,IS_PED_GETTING_INTO_A_VEHICLE,ped:Ped,BOOL,
PED,0xE0D36E5D9E99CC21,_IS_PED_HAIR_COLOR_VALID,colorID:int,BOOL,
PED,0x1C86D8AEF8254B78,IS_PED_HANGING_ON_TO_VEHICLE,ped:Ped,BOOL,
PED,0x9BB01E3834671191,IS_PED_GROUP_MEMBER,"ped:Ped, groupId:int",BOOL,
PED,0xFCF37A457CB96DC0,IS_PED_HEADING_TOWARDS_POSITION,"ped:Ped, x:float, y:float, z:float, p4:float",BOOL,
PED,0xED6D8E27A43B8CDE,_IS_PED_HAIR_COLOR_VALID_2,colorId:int,BOOL,
PED,0x5CD3CB88A7F8850D,IS_PED_HEADTRACKING_PED,"ped1:Ped, ped2:Ped",BOOL,
PED,0x5983BB449D7FDB12,IS_PED_HURT,ped:Ped,BOOL,"```
Returns whether the specified ped is hurt.  
```"
PED,0x2E0E1C2B4F6CB339,IS_PED_IN_ANY_BOAT,ped:Ped,BOOL,
PED,0x5FFF4CFC74D8FB80,IS_PED_IN_ANY_PLANE,ped:Ped,BOOL,
PED,0x813A0A7C9D2E831F,IS_PED_HEADTRACKING_ENTITY,"ped:Ped, entity:Entity",BOOL,
PED,0xFBFC01CCFB35D99E,IS_PED_IN_ANY_SUB,ped:Ped,BOOL,
PED,0xB9496CE47546DB2C,_IS_PED_HELMET_UNK,ped:Ped,BOOL,
PED,0x6F972C1AB75A1ED0,IS_PED_IN_ANY_TRAIN,ped:Ped,BOOL,
PED,0xB980061DA992779D,IS_PED_HUMAN,ped:Ped,BOOL,"```
Returns true/false if the ped is/isn't humanoid.  
```"
PED,0x298B91AE825E5705,IS_PED_IN_ANY_HELI,ped:Ped,BOOL,
PED,0x0BD04E29640C9C12,IS_PED_IN_ANY_POLICE_VEHICLE,ped:Ped,BOOL,
PED,0x60DFD0691A170B88,IS_PED_IN_COVER,"ped:Ped, exceptUseWeapon:BOOL",BOOL,"```
p1 is nearly always 0 in the scripts.  
```"
PED,0x6E575D6A898AB852,IS_PED_IN_ANY_TAXI,ped:Ped,BOOL,
PED,0x845333B3150583AB,IS_PED_IN_COVER_FACING_LEFT,ped:Ped,BOOL,
PED,0x997ABD671D25CA0B,IS_PED_IN_ANY_VEHICLE,"ped:Ped, atGetIn:BOOL",BOOL,"Returns whether the specified ped is in any vehicle. If `atGetIn` is set to true, also returns true if the ped is
currently in the process of entering a vehicle (a specific stage check for `CTaskEnterVehicle`)."
PED,0x9134873537FA419C,IS_PED_IN_FLYING_VEHICLE,ped:Ped,BOOL,
PED,0x6A03BF943D767C93,IS_PED_IN_HIGH_COVER,ped:Ped,BOOL,
PED,0x4859F1FC66A6278E,IS_PED_IN_COMBAT,"ped:Ped, target:Ped",BOOL,"```
Checks to see if ped and target are in combat with eachother. Only goes one-way: if target is engaged in combat with ped but ped has not yet reacted, the function will return false until ped starts fighting back.  
p1 is usually 0 in the scripts because it gets the ped id during the task sequence. For instance: PED::IS_PED_IN_COMBAT(l_42E[4/*14*/], PLAYER::PLAYER_PED_ID()) // armenian2.ct4: 43794  
```"
PED,0x5891CAC5D4ACFF74,IS_PED_IN_GROUP,ped:Ped,BOOL,
PED,0x796D90EFB19AA332,IS_PED_IN_MODEL,"ped:Ped, modelHash:Hash",BOOL,
PED,0x4E209B2C1EAD5159,IS_PED_IN_MELEE_COMBAT,ped:Ped,BOOL,"```
Notes: The function only returns true while the ped is:   
A.) Swinging a random melee attack (including pistol-whipping)  
B.) Reacting to being hit by a melee attack (including pistol-whipping)  
C.) Is locked-on to an enemy (arms up, strafing/skipping in the default fighting-stance, ready to dodge+counter).   
You don't have to be holding the melee-targetting button to be in this stance; you stay in it by default for a few seconds after swinging at someone. If you do a sprinting punch, it returns true for the duration of the punch animation and then returns false again, even if you've punched and made-angry many peds  
```"
PED,0x7DCE8BDA0F1C1200,IS_PED_IN_PARACHUTE_FREE_FALL,ped:Ped,BOOL,
PED,0xA3EE4A07279BB9DB,IS_PED_IN_VEHICLE,"ped:Ped, vehicle:Vehicle, atGetIn:BOOL",BOOL,"```
Gets a value indicating whether the specified ped is in the specified vehicle.  
If 'atGetIn' is false, the function will not return true until the ped is sitting in the vehicle and is about to close the door. If it's true, the function returns true the moment the ped starts to get onto the seat (after opening the door). Eg. if false, and the ped is getting into a submersible, the function will not return true until the ped has descended down into the submersible and gotten into the seat, while if it's true, it'll return true the moment the hatch has been opened and the ped is about to descend into the submersible.  
```"
PED,0x4AE4FF911DFB61DA,IS_PED_JACKING,ped:Ped,BOOL,
PED,0x433DDFFE2044B636,IS_PED_JUMPING_OUT_OF_VEHICLE,ped:Ped,BOOL,
PED,0x84A2DD9AC37C35C1,IS_PED_INJURED,ped:Ped,BOOL,"```
Gets a value indicating whether this ped's health is below its injured threshold.  
The default threshold is 100.  
```"
PED,0x3E802F11FBE27674,_IS_PED_LIPSTICK_COLOR_VALID_2,colorId:int,BOOL,
PED,0xCEDABC5900A0BF97,IS_PED_JUMPING,ped:Ped,BOOL,
PED,0x6D9F5FAA7488BA46,IS_PED_MALE,ped:Ped,BOOL,"```
Returns true/false if the ped is/isn't male.  
```"
PED,0x0525A2C2562F3CD4,_IS_PED_LIPSTICK_COLOR_VALID,colorID:int,BOOL,
PED,0xC9D55B1A358A5BF7,IS_PED_MODEL,"ped:Ped, modelHash:Hash",BOOL,
PED,0x01FEE67DB37F59B2,IS_PED_ON_FOOT,ped:Ped,BOOL,
PED,0xEC5F66E459AF3BB2,IS_PED_ON_SPECIFIC_VEHICLE,"ped:Ped, vehicle:Vehicle",BOOL,
PED,0x94495889E22C6479,IS_PED_ON_ANY_BIKE,ped:Ped,BOOL,
PED,0xEBD0EDBA5BE957CF,IS_PED_PERFORMING_DEPENDENT_COMBO_LIMIT,ped:Ped,BOOL,
PED,0x460BC76A0E10655E,IS_PED_ON_MOUNT,ped:Ped,BOOL,"```
Same function call as PED::GET_MOUNT, aka just returns 0  
```"
PED,0x67722AEB798E5FAB,IS_PED_ON_VEHICLE,ped:Ped,BOOL,"```
Gets a value indicating whether the specified ped is on top of any vehicle.  
Return 1 when ped is on vehicle.  
Return 0 when ped is not on a vehicle.  
```"
PED,0xDCCA191DF9980FD7,IS_PED_PERFORMING_MELEE_ACTION,ped:Ped,BOOL,
PED,0x26AF0E8E30BD2A2C,_IS_PED_OPENING_A_DOOR,ped:Ped,BOOL,"```
IS_PED_*

Returns true if the ped is currently opening a door (CTaskOpenDoor).
```"
PED,0xC70B5FAE151982D8,IS_PED_PLANTING_BOMB,ped:Ped,BOOL,
PED,0x24B100C68C645951,IS_PED_RELOADING,ped:Ped,BOOL,"```
Returns whether the specified ped is reloading.  
```"
PED,0x625B774D75C87068,IS_PED_RESPONDING_TO_EVENT,"ped:Ped, event:Any",BOOL,
PED,0x2AFE52F782F25775,IS_PED_RUNNING_MOBILE_PHONE_TASK,ped:Ped,BOOL,
PED,0xFD4CCDBCC59941B7,IS_PED_PERFORMING_STEALTH_KILL,ped:Ped,BOOL,
PED,0xD6A86331A537A7B9,IS_PED_PRONE,ped:Ped,BOOL,
PED,0x81AA517FBBA05D39,_IS_PED_SHADER_EFFECT_VALID,ped:Ped,BOOL,
PED,0x7E9DFE24AC1E58EF,IS_PED_SHOOTING_IN_AREA,"ped:Ped, x1:float, y1:float, z1:float, x2:float, y2:float, z2:float, p7:BOOL, p8:BOOL",BOOL,
PED,0x47E4E977581C5B55,IS_PED_RAGDOLL,ped:Ped,BOOL,"```
If the ped handle passed through the parenthesis is in a ragdoll state this will return true.  
```"
PED,0xD1871251F3B5ACD7,IS_PED_RUNNING_MELEE_TASK,ped:Ped,BOOL,
PED,0x826AA586EDB9FEF8,IS_PED_SITTING_IN_ANY_VEHICLE,ped:Ped,BOOL,"```
Detect if ped is in any vehicle  
[True/False]  
```"
PED,0xE3B6097CC25AA69E,IS_PED_RUNNING_RAGDOLL_TASK,ped:Ped,BOOL,
